asset_id,report_date,asset_type,currency,Term Months,interest_rate,amount
134766,2024-Q3,security,usd,14,8.7,0.227262
134767,2024-Q3,cash,eur,76,14.22,0.180199
134768,2024-Q3,interbank,usd,35,11.34,0.208121
134769,2024-Q3,security,uzs,55,2.46,0.277565
134770,2024-Q3,cash,usd,41,21.32,0.124497
134771,2024-Q3,cash,usd,14,7.63,0.20231
134772,2024-Q3,loan,eur,100,12.43,0.274306
134773,2024-Q3,security,uzs,69,11.82,0.236225
134774,2024-Q3,security,usd,39,3.7,0.303201
134775,2024-Q3,loan,eur,7,17.67,0.232259
134776,2024-Q3,cash,uzs,25,1.14,0.244302
134777,2024-Q3,cash,eur,80,23.14,0.157226
134778,2024-Q3,loan,eur,97,14.1,0.276549
134779,2024-Q3,cash,uzs,111,23.42,0.171074
134780,2024-Q3,cash,usd,32,0.68,0.233405
134781,2024-Q3,cash,usd,57,3.38,0.257398
134782,2024-Q3,loan,usd,82,22.66,0.199058
134783,2024-Q3,interbank,usd,71,20.66,0.172013
134784,2024-Q3,security,usd,47,23.43,0.171493
134785,2024-Q3,loan,uzs,23,7.34,0.267317
134786,2024-Q3,interbank,eur,116,4.42,0.278506
134787,2024-Q3,cash,usd,115,15.18,0.215391
134788,2024-Q3,cash,usd,91,0.88,0.270188
134789,2024-Q3,security,uzs,91,13.38,0.242306
134790,2024-Q3,loan,eur,101,21.24,0.23308
134791,2024-Q3,cash,usd,38,2.92,0.262038
134792,2024-Q3,loan,eur,13,10.38,0.259861
134793,2024-Q3,interbank,uzs,23,1.65,0.271618
134794,2024-Q3,cash,uzs,68,0.44,0.280465
134795,2024-Q3,interbank,uzs,103,17.97,0.205193
134796,2024-Q3,security,usd,84,23.13,0.186507
134797,2024-Q3,security,usd,27,20.23,0.169787
134798,2024-Q3,security,eur,18,5.77,0.261819
134799,2024-Q3,cash,eur,80,2.48,0.261502
134800,2024-Q3,security,uzs,114,22.17,0.211561
134801,2024-Q3,interbank,uzs,99,2.28,0.300716
134802,2024-Q3,loan,uzs,105,12.56,0.297388
134803,2024-Q3,loan,usd,6,20.02,0.174157
134804,2024-Q3,loan,usd,16,9.65,0.242235
134805,2024-Q3,cash,usd,58,13.49,0.18927
134806,2024-Q3,interbank,uzs,39,15.84,0.161135
134807,2024-Q3,loan,usd,11,18.2,0.203273
134808,2024-Q3,security,uzs,48,2.01,0.28095
134809,2024-Q3,interbank,uzs,78,2.77,0.292537
134810,2024-Q3,interbank,eur,76,12.33,0.229891
134811,2024-Q3,interbank,usd,103,17.75,0.214636
134812,2024-Q3,loan,eur,49,13.99,0.256805
134813,2024-Q3,loan,eur,42,21.5,0.23185
134814,2024-Q3,cash,eur,38,3.16,0.262847
134815,2024-Q3,security,usd,39,7.24,0.261758
134816,2024-Q3,cash,uzs,13,11.29,0.179417
134817,2024-Q3,interbank,usd,25,23.16,0.140288
134818,2024-Q3,loan,eur,20,22.35,0.202341
134819,2024-Q3,security,uzs,67,3.82,0.298517
134820,2024-Q3,security,usd,94,1.97,0.299443
134821,2024-Q3,interbank,usd,11,12.81,0.182849
134822,2024-Q3,security,uzs,88,13.43,0.260817
134823,2024-Q3,cash,eur,52,12.84,0.179804
134824,2024-Q3,interbank,eur,60,7.81,0.259967
134825,2024-Q3,cash,usd,39,7.81,0.206472
134826,2024-Q3,security,eur,60,5.74,0.284368
134827,2024-Q3,loan,uzs,57,17.13,0.239798
134828,2024-Q3,cash,usd,68,13.5,0.182965
134829,2024-Q3,interbank,eur,92,16.45,0.214954
134830,2024-Q3,loan,uzs,87,15.18,0.251151
134831,2024-Q3,security,usd,114,4.12,0.312006
134832,2024-Q3,security,uzs,79,3.83,0.304048
134833,2024-Q3,loan,uzs,106,5.02,0.34178
134834,2024-Q3,interbank,eur,84,9.99,0.266742
134835,2024-Q3,interbank,eur,48,2.18,0.263531
134836,2024-Q3,cash,uzs,12,23.86,0.111252
134837,2024-Q3,cash,eur,30,19.84,0.137212
134838,2024-Q3,security,uzs,14,13.39,0.203588
134839,2024-Q3,cash,usd,87,1.83,0.283272
134840,2024-Q3,cash,usd,9,7.02,0.204775
134841,2024-Q3,interbank,uzs,33,5.38,0.253266
134842,2024-Q3,interbank,eur,23,11.34,0.192318
134843,2024-Q3,cash,usd,96,3.8,0.262748
134844,2024-Q3,loan,eur,103,21.79,0.23506
134845,2024-Q3,loan,usd,21,2.2,0.286511
134846,2024-Q3,loan,uzs,118,10.0,0.31334
134847,2024-Q3,loan,uzs,104,15.97,0.27221
134848,2024-Q3,loan,eur,32,1.7,0.296189
134849,2024-Q3,cash,eur,13,1.63,0.234872
134850,2024-Q3,security,usd,40,10.49,0.26028
134851,2024-Q3,loan,uzs,37,20.61,0.194077
134852,2024-Q3,interbank,eur,114,3.45,0.320017
134853,2024-Q3,interbank,usd,64,13.21,0.19402
134854,2024-Q3,cash,usd,80,9.68,0.213864
134855,2024-Q3,security,usd,24,2.89,0.285201
134856,2024-Q3,cash,eur,41,11.11,0.18955
134857,2024-Q3,loan,uzs,48,17.12,0.245682
134858,2024-Q3,cash,usd,51,2.14,0.240363
134859,2024-Q3,loan,usd,63,6.17,0.28824
134860,2024-Q3,interbank,eur,32,13.64,0.194279
134861,2024-Q3,cash,eur,103,0.54,0.286064
134862,2024-Q3,security,usd,101,16.18,0.252923
134863,2024-Q3,interbank,uzs,68,5.58,0.261604
134864,2024-Q3,cash,usd,107,16.94,0.195769
134865,2024-Q3,cash,uzs,74,11.68,0.177533
134866,2024-Q3,cash,eur,114,13.5,0.227146
134867,2024-Q3,security,eur,89,5.17,0.296346
134868,2024-Q3,cash,eur,112,2.27,0.282373
134869,2024-Q3,interbank,usd,66,6.75,0.244702
134870,2024-Q3,cash,usd,36,13.51,0.179798
134871,2024-Q3,loan,usd,43,15.87,0.236608
134872,2024-Q3,loan,uzs,11,10.35,0.225375
134873,2024-Q3,loan,uzs,80,16.68,0.235354
134874,2024-Q3,interbank,usd,115,3.35,0.281762
134875,2024-Q3,cash,uzs,113,3.5,0.288911
134876,2024-Q3,security,uzs,65,18.61,0.202747
134877,2024-Q3,security,usd,70,23.4,0.188896
134878,2024-Q3,security,uzs,107,3.67,0.300012
134879,2024-Q3,interbank,usd,32,20.95,0.166728
134880,2024-Q3,interbank,uzs,66,13.31,0.220459
134881,2024-Q3,loan,eur,66,12.3,0.277524
134882,2024-Q3,cash,eur,25,22.15,0.129067
134883,2024-Q3,interbank,uzs,67,19.2,0.180034
134884,2024-Q3,security,usd,118,11.85,0.278152
134885,2024-Q3,loan,usd,99,1.17,0.344776
134886,2024-Q3,security,eur,60,15.59,0.225459
134887,2024-Q3,security,usd,111,7.38,0.282157
134888,2024-Q3,interbank,usd,87,12.0,0.243279
134889,2024-Q3,security,usd,9,16.95,0.209326
134890,2024-Q3,loan,uzs,35,6.8,0.280052
134891,2024-Q3,security,usd,42,14.67,0.222471
134892,2024-Q3,security,uzs,74,21.51,0.166322
134893,2024-Q3,security,uzs,67,13.35,0.223521
134894,2024-Q3,interbank,uzs,19,4.22,0.223435
134895,2024-Q3,loan,usd,24,13.41,0.239667
134896,2024-Q3,cash,usd,92,17.41,0.178886
134897,2024-Q3,cash,usd,6,5.97,0.217346
134898,2024-Q3,interbank,eur,98,7.38,0.2609
134899,2024-Q3,security,usd,84,1.73,0.305513
134900,2024-Q3,security,uzs,63,23.23,0.180238
134901,2024-Q3,security,uzs,101,14.54,0.235222
134902,2024-Q3,loan,uzs,44,17.67,0.256044
134903,2024-Q3,security,uzs,12,21.13,0.157084
134904,2024-Q3,security,eur,40,21.07,0.212227
134905,2024-Q3,interbank,uzs,32,1.99,0.235025
134906,2024-Q3,loan,usd,87,18.35,0.237859
134907,2024-Q3,interbank,usd,55,16.82,0.18339
134908,2024-Q3,cash,usd,108,7.3,0.241182
134909,2024-Q3,cash,eur,101,23.06,0.139992
134910,2024-Q3,loan,usd,79,16.0,0.269368
134911,2024-Q3,interbank,eur,40,1.98,0.278963
134912,2024-Q3,cash,uzs,58,21.93,0.121349
134913,2024-Q3,security,eur,82,20.93,0.211175
134914,2024-Q3,interbank,uzs,116,23.12,0.19065
134915,2024-Q3,cash,eur,75,19.4,0.137256
134916,2024-Q3,cash,eur,58,9.82,0.21531
134917,2024-Q3,loan,usd,38,20.1,0.219108
134918,2024-Q3,interbank,uzs,109,21.26,0.194817
134919,2024-Q3,loan,eur,74,21.98,0.23788
134920,2024-Q3,loan,uzs,71,5.01,0.327951
134921,2024-Q3,security,uzs,3,23.0,0.16439
134922,2024-Q3,security,uzs,113,7.36,0.312428
134923,2024-Q3,interbank,uzs,89,9.2,0.243949
134924,2024-Q3,loan,uzs,98,11.87,0.279538
134925,2024-Q3,loan,uzs,83,15.09,0.263342
134926,2024-Q3,cash,usd,25,12.89,0.182189
134927,2024-Q3,cash,uzs,90,12.54,0.213918
134928,2024-Q3,security,uzs,27,3.25,0.276836
134929,2024-Q3,loan,eur,63,21.74,0.223126
134930,2024-Q3,security,usd,41,8.52,0.254423
134931,2024-Q3,loan,eur,25,5.06,0.290442
134932,2024-Q3,interbank,usd,116,10.45,0.274507
134933,2024-Q3,security,usd,25,5.13,0.260669
134934,2024-Q3,cash,usd,91,21.39,0.151966
134935,2024-Q3,security,usd,71,14.27,0.231861
134936,2024-Q3,loan,eur,53,20.04,0.221549
134937,2024-Q3,loan,usd,30,19.61,0.211602
134938,2024-Q3,security,uzs,8,23.47,0.15199
134939,2024-Q3,security,uzs,86,11.78,0.260015
134940,2024-Q3,cash,usd,42,1.5,0.250659
134941,2024-Q3,security,eur,42,3.57,0.267916
134942,2024-Q3,interbank,usd,36,13.36,0.204723
134943,2024-Q3,security,uzs,108,9.31,0.295089
134944,2024-Q3,security,eur,11,23.37,0.151024
134945,2024-Q3,security,eur,50,16.08,0.213431
134946,2024-Q3,security,eur,32,22.87,0.15923
134947,2024-Q3,interbank,eur,80,1.13,0.290993
134948,2024-Q3,security,eur,67,7.19,0.274906
134949,2024-Q3,interbank,usd,102,2.29,0.312925
134950,2024-Q3,security,uzs,109,23.23,0.208982
134951,2024-Q3,interbank,usd,70,10.44,0.244637
134952,2024-Q3,loan,eur,99,3.19,0.318701
134953,2024-Q3,security,eur,26,3.25,0.269025
134954,2024-Q3,interbank,eur,66,12.69,0.204986
134955,2024-Q3,security,uzs,20,20.16,0.175826
134956,2024-Q3,security,usd,99,16.5,0.248235
134957,2024-Q3,cash,usd,80,5.36,0.252924
134958,2024-Q3,interbank,usd,34,21.83,0.149157
134959,2024-Q3,interbank,uzs,120,10.17,0.254309
134960,2024-Q3,security,usd,116,14.2,0.253665
134961,2024-Q3,cash,uzs,96,23.12,0.167749
134962,2024-Q3,security,eur,41,19.58,0.192831
134963,2024-Q3,loan,usd,29,23.92,0.201048
134964,2024-Q3,interbank,usd,50,21.94,0.144155
134965,2024-Q3,loan,eur,54,4.42,0.312783
134966,2024-Q3,loan,usd,64,2.54,0.311655
134967,2024-Q3,cash,usd,47,16.33,0.165868
134968,2024-Q3,interbank,usd,81,23.83,0.144177
134969,2024-Q3,loan,uzs,35,0.22,0.307413
134970,2024-Q3,security,eur,115,8.61,0.278344
134971,2024-Q3,loan,eur,81,17.83,0.236588
134972,2024-Q3,cash,uzs,5,19.34,0.125814
134973,2024-Q3,cash,usd,62,16.33,0.183664
134974,2024-Q3,interbank,usd,8,0.49,0.23965
134975,2024-Q3,loan,usd,98,10.91,0.302424
134976,2024-Q3,security,uzs,23,18.06,0.185521
134977,2024-Q3,cash,usd,90,4.11,0.250555
134978,2024-Q3,interbank,eur,61,3.41,0.261172
134979,2024-Q3,security,usd,7,8.22,0.253284
134980,2024-Q3,interbank,uzs,47,2.24,0.277067
134981,2024-Q3,interbank,usd,26,16.35,0.180024
134982,2024-Q3,loan,eur,109,4.05,0.342074
134983,2024-Q3,security,eur,108,3.67,0.327628
134984,2024-Q3,interbank,uzs,79,14.68,0.223928
134985,2024-Q3,interbank,eur,87,12.16,0.238727
134986,2024-Q3,security,usd,42,8.71,0.272387
134987,2024-Q3,cash,eur,39,1.56,0.247793
134988,2024-Q3,cash,uzs,45,6.28,0.225416
134989,2024-Q3,interbank,usd,40,18.38,0.164062
134990,2024-Q3,cash,usd,49,16.9,0.166434
134991,2024-Q3,security,usd,43,4.45,0.282239
134992,2024-Q3,cash,usd,50,4.91,0.238075
134993,2024-Q3,loan,usd,8,11.3,0.237448
134994,2024-Q3,cash,eur,118,8.77,0.244283
134995,2024-Q3,cash,uzs,94,17.97,0.164212
134996,2024-Q3,cash,eur,72,11.25,0.19059
134997,2024-Q3,security,uzs,74,0.93,0.314326
134998,2024-Q3,interbank,eur,93,13.29,0.229545
134999,2024-Q3,security,eur,46,22.53,0.187285
135000,2024-Q3,security,usd,64,10.73,0.266626
135001,2024-Q3,security,eur,105,8.86,0.29962
135002,2024-Q3,cash,usd,10,16.8,0.163826
135003,2024-Q3,loan,uzs,10,22.7,0.169077
135004,2024-Q3,loan,eur,52,16.42,0.264985
135005,2024-Q3,security,usd,89,15.04,0.224791
135006,2024-Q3,security,usd,48,14.93,0.234814
135007,2024-Q3,cash,uzs,21,9.09,0.195279
135008,2024-Q3,cash,usd,12,19.09,0.126179
135009,2024-Q3,security,usd,105,19.36,0.239006
135010,2024-Q3,cash,eur,31,17.75,0.157162
135011,2024-Q3,loan,uzs,42,17.37,0.231255
135012,2024-Q3,loan,eur,57,23.15,0.193087
135013,2024-Q3,loan,uzs,76,23.16,0.212075
135014,2024-Q3,cash,usd,91,21.66,0.159106
135015,2024-Q3,loan,eur,28,23.67,0.188087
135016,2024-Q3,security,usd,31,4.58,0.246293
135017,2024-Q3,cash,uzs,54,19.38,0.147851
135018,2024-Q3,security,uzs,14,12.89,0.234552
135019,2024-Q3,loan,usd,113,14.89,0.280935
135020,2024-Q3,security,uzs,3,11.98,0.213419
135021,2024-Q3,security,usd,55,7.6,0.2623
135022,2024-Q3,interbank,eur,48,20.81,0.153368
135023,2024-Q3,security,usd,1,16.5,0.196502
135024,2024-Q3,cash,uzs,89,5.0,0.242897
135025,2024-Q3,cash,eur,27,21.17,0.123358
135026,2024-Q3,cash,uzs,74,15.89,0.203921
135027,2024-Q3,interbank,uzs,75,3.85,0.295137
135028,2024-Q3,security,eur,107,8.8,0.29187
135029,2024-Q3,security,uzs,48,20.33,0.198391
135030,2024-Q3,interbank,usd,113,19.82,0.218325
135031,2024-Q3,loan,usd,91,2.29,0.341182
135032,2024-Q3,interbank,eur,13,11.98,0.188793
135033,2024-Q3,loan,eur,117,10.59,0.321941
135034,2024-Q3,security,usd,24,18.93,0.200466
135035,2024-Q3,cash,usd,78,14.23,0.18934
135036,2024-Q3,cash,eur,47,13.49,0.178899
135037,2024-Q3,security,eur,27,12.35,0.229938
135038,2024-Q3,cash,uzs,9,14.66,0.166846
135039,2024-Q3,cash,eur,63,6.28,0.209151
135040,2024-Q3,cash,uzs,113,5.33,0.275323
135041,2024-Q3,loan,usd,74,10.44,0.281941
135042,2024-Q3,cash,eur,95,6.98,0.230553
135043,2024-Q3,security,eur,3,8.84,0.244751
135044,2024-Q3,loan,usd,81,8.21,0.296147
135045,2024-Q3,interbank,uzs,84,19.05,0.172199
135046,2024-Q3,security,uzs,43,0.48,0.301027
135047,2024-Q3,security,eur,93,16.1,0.239126
135048,2024-Q3,interbank,usd,35,12.49,0.194242
135049,2024-Q3,loan,usd,42,12.72,0.248878
135050,2024-Q3,loan,uzs,36,21.47,0.189639
135051,2024-Q3,interbank,usd,68,13.94,0.20036
135052,2024-Q3,loan,eur,87,6.47,0.311931
135053,2024-Q3,loan,usd,24,7.15,0.264427
135054,2024-Q3,security,usd,5,2.77,0.256894
135055,2024-Q3,interbank,usd,38,13.99,0.202927
135056,2024-Q3,cash,usd,70,12.76,0.196721
135057,2024-Q3,security,uzs,27,23.03,0.160197
135058,2024-Q3,security,usd,26,19.61,0.179377
135059,2024-Q3,loan,eur,92,9.67,0.295221
135060,2024-Q3,cash,eur,5,14.21,0.155449
135061,2024-Q3,loan,uzs,44,5.5,0.296228
135062,2024-Q3,security,uzs,3,5.94,0.258473
135063,2024-Q3,interbank,usd,91,11.32,0.241721
135064,2024-Q3,cash,uzs,81,0.13,0.295365
135065,2024-Q3,loan,usd,6,21.3,0.20115
135066,2024-Q3,security,usd,52,13.49,0.224779
135067,2024-Q3,cash,usd,62,21.43,0.158908
135068,2024-Q3,security,eur,45,14.27,0.216796
135069,2024-Q3,interbank,usd,79,3.63,0.272207
135070,2024-Q3,cash,usd,66,4.87,0.274976
135071,2024-Q3,cash,uzs,82,12.37,0.187163
135072,2024-Q3,security,eur,110,0.91,0.31564
135073,2024-Q3,security,eur,65,10.29,0.271525
135074,2024-Q3,interbank,eur,9,5.32,0.241643
135075,2024-Q3,loan,eur,43,9.89,0.262404
135076,2024-Q3,loan,usd,102,7.68,0.322845
135077,2024-Q3,loan,eur,101,5.94,0.301268
135078,2024-Q3,interbank,uzs,1,21.37,0.134596
135079,2024-Q3,security,usd,79,3.11,0.290924
135080,2024-Q3,interbank,uzs,70,8.75,0.256295
135081,2024-Q3,loan,uzs,12,15.21,0.244747
135082,2024-Q3,security,usd,110,3.64,0.331652
135083,2024-Q3,loan,usd,74,12.35,0.266363
135084,2024-Q3,security,usd,113,4.5,0.312107
135085,2024-Q3,security,eur,43,21.78,0.167079
135086,2024-Q3,interbank,usd,44,10.27,0.208781
135087,2024-Q3,security,uzs,49,5.41,0.284309
135088,2024-Q3,loan,eur,107,4.38,0.34441
135089,2024-Q3,interbank,uzs,5,9.97,0.193966
135090,2024-Q3,cash,usd,48,5.22,0.231082
135091,2024-Q3,security,usd,107,17.49,0.246973
135092,2024-Q3,interbank,usd,95,3.34,0.280485
135093,2024-Q3,loan,uzs,1,19.33,0.176388
135094,2024-Q3,interbank,eur,5,3.75,0.270945
135095,2024-Q3,interbank,uzs,73,17.94,0.166023
135096,2024-Q3,security,uzs,78,23.02,0.189377
135097,2024-Q3,loan,uzs,105,14.79,0.269607
135098,2024-Q3,cash,uzs,81,1.18,0.266019
135099,2024-Q3,interbank,uzs,105,1.28,0.298334
135100,2024-Q3,security,uzs,113,8.13,0.289328
135101,2024-Q3,cash,eur,106,5.75,0.222279
135102,2024-Q3,interbank,uzs,29,4.94,0.247236
135103,2024-Q3,security,eur,112,18.11,0.251182
135104,2024-Q3,interbank,usd,62,12.65,0.221617
135105,2024-Q3,loan,usd,65,7.82,0.299753
135106,2024-Q3,loan,uzs,34,20.59,0.207073
135107,2024-Q3,security,usd,37,19.78,0.186491
135108,2024-Q3,interbank,usd,39,7.24,0.216378
135109,2024-Q3,loan,eur,94,16.74,0.223019
135110,2024-Q3,interbank,eur,120,3.01,0.323415
135111,2024-Q3,loan,uzs,18,21.74,0.194671
135112,2024-Q3,cash,eur,18,7.63,0.202265
135113,2024-Q3,cash,usd,11,11.95,0.177791
135114,2024-Q3,loan,usd,24,11.37,0.245784
135115,2024-Q3,security,usd,81,19.39,0.213326
135116,2024-Q3,security,uzs,89,19.85,0.223998
135117,2024-Q3,cash,uzs,29,3.87,0.206183
135118,2024-Q3,interbank,uzs,90,12.05,0.225876
135119,2024-Q3,security,usd,38,21.27,0.197147
135120,2024-Q3,interbank,uzs,56,15.3,0.202398
135121,2024-Q3,loan,eur,97,5.67,0.31585
135122,2024-Q3,cash,uzs,110,20.47,0.186245
135123,2024-Q3,security,eur,90,23.37,0.185384
135124,2024-Q3,loan,uzs,79,19.99,0.231185
135125,2024-Q3,interbank,usd,14,18.06,0.162397
135126,2024-Q3,loan,eur,8,4.04,0.282333
135127,2024-Q3,security,usd,83,15.53,0.243065
135128,2024-Q3,loan,eur,10,1.08,0.311705
135129,2024-Q3,cash,eur,31,18.0,0.132376
135130,2024-Q3,cash,uzs,55,6.55,0.205155
135131,2024-Q3,interbank,eur,31,12.21,0.209423
135132,2024-Q3,cash,usd,119,7.87,0.260187
135133,2024-Q3,loan,eur,5,10.84,0.229261
135134,2024-Q3,interbank,usd,20,18.63,0.157085
135135,2024-Q3,security,uzs,59,10.07,0.277676
135136,2024-Q3,loan,eur,49,21.26,0.21373
135137,2024-Q3,security,usd,73,9.33,0.278767
135138,2024-Q3,cash,usd,107,21.2,0.17716
135139,2024-Q3,loan,usd,10,0.2,0.315757
135140,2024-Q3,security,eur,31,9.14,0.26483
135141,2024-Q3,cash,eur,53,5.68,0.234296
135142,2024-Q3,security,uzs,69,21.93,0.199965
135143,2024-Q3,loan,usd,76,21.03,0.226185
135144,2024-Q3,security,eur,60,5.99,0.294214
135145,2024-Q3,loan,usd,98,14.19,0.280445
135146,2024-Q3,loan,eur,104,22.92,0.21672
135147,2024-Q3,interbank,uzs,107,2.56,0.309203
135148,2024-Q3,loan,uzs,77,0.93,0.348143
135149,2024-Q3,loan,usd,114,20.73,0.246772
135150,2024-Q3,interbank,uzs,84,22.55,0.187351
135151,2024-Q3,cash,usd,1,14.53,0.178627
135152,2024-Q3,interbank,uzs,58,11.51,0.221154
135153,2024-Q3,interbank,usd,88,15.97,0.218083
135154,2024-Q3,interbank,usd,45,8.99,0.236127
135155,2024-Q3,interbank,usd,93,1.15,0.307145
135156,2024-Q3,loan,usd,75,23.04,0.21379
135157,2024-Q3,security,eur,44,19.3,0.200113
135158,2024-Q3,security,uzs,37,20.61,0.176959
135159,2024-Q3,cash,usd,2,1.78,0.232254
135160,2024-Q3,security,usd,120,13.54,0.253461
135161,2024-Q3,loan,uzs,74,9.92,0.252742
135162,2024-Q3,security,eur,29,7.39,0.243009
135163,2024-Q3,interbank,uzs,59,9.85,0.247328
135164,2024-Q3,security,eur,64,5.13,0.283342
135165,2024-Q3,cash,eur,72,8.18,0.219617
135166,2024-Q3,security,eur,4,8.69,0.242449
135167,2024-Q3,loan,uzs,44,18.86,0.215222
135168,2024-Q3,security,uzs,86,10.96,0.272488
135169,2024-Q3,loan,eur,113,14.91,0.297829
135170,2024-Q3,loan,usd,13,7.75,0.270764
135171,2024-Q3,security,uzs,95,1.56,0.298361
135172,2024-Q3,interbank,uzs,51,2.16,0.270967
135173,2024-Q3,interbank,usd,82,11.24,0.243595
135174,2024-Q3,loan,usd,81,17.41,0.255317
135175,2024-Q3,security,usd,119,9.11,0.295514
135176,2024-Q3,security,eur,79,20.79,0.201731
135177,2024-Q3,loan,uzs,69,3.49,0.300398
135178,2024-Q3,loan,uzs,93,17.57,0.250727
135179,2024-Q3,interbank,usd,67,6.75,0.252892
135180,2024-Q3,loan,usd,85,15.04,0.279767
135181,2024-Q3,loan,uzs,40,19.08,0.208
135182,2024-Q3,cash,eur,92,17.37,0.170842
135183,2024-Q3,cash,uzs,25,22.68,0.131157
135184,2024-Q3,loan,usd,117,4.81,0.336068
135185,2024-Q3,interbank,eur,33,18.88,0.15187
135186,2024-Q3,interbank,usd,29,5.14,0.226741
135187,2024-Q3,security,uzs,22,15.21,0.202836
135188,2024-Q3,cash,eur,49,16.36,0.179263
135189,2024-Q3,security,uzs,15,11.25,0.207798
135190,2024-Q3,interbank,eur,61,6.21,0.258619
135191,2024-Q3,interbank,uzs,25,7.83,0.217524
135192,2024-Q3,interbank,uzs,117,3.33,0.302612
135193,2024-Q3,cash,usd,2,0.27,0.223533
135194,2024-Q3,cash,eur,19,3.59,0.239798
135195,2024-Q3,cash,eur,24,21.72,0.118096
135196,2024-Q3,interbank,uzs,25,15.18,0.16979
135197,2024-Q3,cash,eur,47,14.9,0.166129
135198,2024-Q3,security,usd,16,2.84,0.277919
135199,2024-Q3,cash,eur,88,14.21,0.193791
135200,2024-Q3,loan,eur,27,17.42,0.244614
135201,2024-Q3,cash,usd,52,3.34,0.252833
135202,2024-Q3,security,eur,27,1.28,0.297412
135203,2024-Q3,cash,usd,15,7.33,0.205757
135204,2024-Q3,security,uzs,18,5.79,0.257424
135205,2024-Q3,interbank,uzs,103,19.98,0.210075
135206,2024-Q3,interbank,eur,11,4.4,0.259211
135207,2024-Q3,interbank,usd,63,4.27,0.261502
135208,2024-Q3,loan,usd,101,23.07,0.220954
135209,2024-Q3,cash,eur,38,16.36,0.163188
135210,2024-Q3,interbank,eur,77,21.39,0.163645
135211,2024-Q3,loan,eur,61,16.08,0.235956
135212,2024-Q3,interbank,usd,49,9.41,0.236941
135213,2024-Q3,security,uzs,109,12.5,0.271397
135214,2024-Q3,interbank,usd,5,5.65,0.226935
135215,2024-Q3,interbank,uzs,12,19.15,0.152432
135216,2024-Q3,loan,uzs,47,16.95,0.227242
135217,2024-Q3,security,usd,45,6.54,0.274778
135218,2024-Q3,interbank,uzs,75,12.34,0.237457
135219,2024-Q3,loan,eur,62,11.77,0.278614
135220,2024-Q3,security,eur,6,6.35,0.267663
135221,2024-Q3,cash,usd,17,14.91,0.17426
135222,2024-Q3,loan,uzs,31,6.79,0.286292
135223,2024-Q3,security,usd,74,2.23,0.299066
135224,2024-Q3,loan,uzs,77,16.43,0.243911
135225,2024-Q3,security,uzs,115,15.15,0.240343
135226,2024-Q3,cash,usd,109,1.4,0.269464
135227,2024-Q3,security,eur,95,17.66,0.21226
135228,2024-Q3,cash,eur,44,1.69,0.226685
135229,2024-Q3,security,usd,34,18.27,0.196479
135230,2024-Q3,loan,usd,91,9.47,0.290711
135231,2024-Q3,loan,usd,65,6.63,0.300488
135232,2024-Q3,cash,uzs,23,19.24,0.147789
135233,2024-Q3,cash,eur,89,11.62,0.215585
135234,2024-Q3,cash,eur,65,7.95,0.199942
135235,2024-Q3,security,eur,99,1.84,0.30999
135236,2024-Q3,security,usd,104,15.89,0.2493
135237,2024-Q3,security,eur,97,18.39,0.211322
135238,2024-Q3,security,usd,4,12.39,0.214752
135239,2024-Q3,interbank,usd,20,0.55,0.285718
135240,2024-Q3,cash,usd,31,4.4,0.235199
135241,2024-Q3,interbank,eur,37,16.61,0.199594
135242,2024-Q3,security,usd,109,18.06,0.237562
135243,2024-Q3,interbank,eur,12,20.55,0.158804
135244,2024-Q3,security,usd,85,6.92,0.2897
135245,2024-Q3,security,uzs,73,13.49,0.240787
135246,2024-Q3,interbank,uzs,103,0.81,0.314205
135247,2024-Q3,interbank,eur,94,11.33,0.244998
135248,2024-Q3,interbank,usd,47,1.37,0.281796
135249,2024-Q3,cash,eur,7,2.04,0.222292
135250,2024-Q3,loan,uzs,83,9.48,0.304293
135251,2024-Q3,interbank,uzs,63,14.32,0.215245
135252,2024-Q3,cash,eur,52,0.5,0.286768
135253,2024-Q3,interbank,uzs,94,2.69,0.301991
135254,2024-Q3,interbank,usd,72,7.09,0.255867
135255,2024-Q3,loan,usd,97,16.45,0.239787
135256,2024-Q3,loan,usd,34,2.59,0.309287
135257,2024-Q3,security,uzs,10,15.81,0.207116
135258,2024-Q3,interbank,usd,85,13.8,0.22714
135259,2024-Q3,security,usd,27,9.32,0.24346
135260,2024-Q3,security,uzs,8,12.44,0.211352
135261,2024-Q3,cash,usd,102,2.47,0.260118
135262,2024-Q3,loan,usd,118,5.17,0.318718
135263,2024-Q3,interbank,usd,80,4.28,0.268697
135264,2024-Q3,interbank,uzs,44,20.68,0.162357
135265,2024-Q3,cash,uzs,75,22.27,0.130791
135266,2024-Q3,interbank,eur,41,18.7,0.167198
135267,2024-Q3,cash,usd,32,12.28,0.19669
135268,2024-Q3,loan,usd,116,18.87,0.281895
135269,2024-Q3,loan,eur,8,23.5,0.166316
135270,2024-Q3,security,eur,4,13.05,0.197827
135271,2024-Q3,loan,eur,100,23.16,0.231175
135272,2024-Q3,security,eur,113,5.54,0.326693
135273,2024-Q3,loan,usd,104,4.58,0.319137
135274,2024-Q3,loan,uzs,59,3.23,0.3249
135275,2024-Q3,cash,usd,30,21.61,0.131746
135276,2024-Q3,interbank,usd,41,2.1,0.278073
135277,2024-Q3,interbank,eur,103,22.99,0.192806
